customer_location,age,gender,mobile_name,sell_price,came_from_facebook,follows_facebook_page,previous_customer,heard_about_shop,engagement_score,engagement_level,price_category
inside_rangamati,30,m,iphone_16_pro_max_1tb,16899.0,no,no,yes,yes,1,Low,Medium
rangamati_sadar,33,m,narzo_n53_4/64,14771.0,yes,yes,no,no,2,Medium,Low
inside_rangamati,48,m,redmi_note_12_pro_8/128,20432.0,no,yes,yes,yes,2,Medium,Medium
outside_rangamati,19,f,galaxy_a55_5g_8/128,13748.0,no,no,no,yes,1,Low,Low
outside_rangamati,33,f,note_14_pro_5g_8/256,18739.0,yes,no,no,yes,2,Medium,Medium
outside_rangamati,26,m,note_11s_6/128,17837.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,26,m,iqoo_neo_9_pro_5g_12/256,16965.0,yes,no,no,yes,2,Medium,Medium
inside_rangamati,47,m,iphone_16_pro_max_1tb,15246.0,yes,no,yes,no,1,Low,Medium
rangamati_sadar,32,f,vivo_t3x_5g_8/128,22890.0,no,no,yes,yes,1,Low,Medium
rangamati_sadar,37,m,note_14_pro_5g_8/256,25965.0,yes,no,yes,yes,2,Medium,Medium
inside_rangamati,32,f,redmi_note_12_pro_8/128,27365.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,41,f,redmi_note_12_pro_8/128,15693.0,no,no,yes,yes,1,Low,Medium
outside_rangamati,29,f,note_14_pro_5g_8/256,36304.0,no,no,yes,yes,1,Low,High
rangamati_sadar,18,m,iphone_16_pro_256gb,16787.0,no,no,yes,yes,1,Low,Medium
outside_rangamati,20,f,galaxy_s24_ultra_12/256,32379.0,no,yes,no,yes,2,Medium,High
inside_rangamati,18,f,vivo_y200_5g_6/128,23947.0,no,no,no,no,0,Low,Medium
rangamati_sadar,35,m,iphone_16_pro_256gb,21665.0,no,yes,yes,no,1,Low,Medium
rangamati_sadar,29,m,galaxy_m35_5g_8/128,12795.0,no,yes,no,no,1,Low,Low
rangamati_sadar,24,m,iphone_16_pro_max_1tb,21192.0,no,yes,no,no,1,Low,Medium
outside_rangamati,20,m,vivo_y200_5g_6/128,18767.0,no,yes,yes,yes,2,Medium,Medium
outside_rangamati,20,f,galaxy_m35_5g_8/128,14248.0,yes,yes,no,yes,3,High,Low
inside_rangamati,44,m,galaxy_s24_ultra_12/256,15792.0,no,yes,no,no,1,Low,Medium
outside_rangamati,36,m,redmi_note_12_pro_8/128,25783.0,yes,yes,no,no,2,Medium,Medium
inside_rangamati,46,f,moto_g85_5g_8/128,17541.0,yes,yes,no,yes,3,High,Medium
inside_rangamati,46,m,note_11s_6/128,24430.0,no,no,yes,yes,1,Low,Medium
inside_rangamati,32,m,redmi_note_12_pro_8/128,22929.0,no,no,no,yes,1,Low,Medium
outside_rangamati,49,f,galaxy_s24_ultra_12/256,15432.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,23,f,narzo_n53_4/64,23369.0,no,no,yes,yes,1,Low,Medium
outside_rangamati,35,m,narzo_n53_4/64,22767.0,no,no,yes,no,0,Low,Medium
outside_rangamati,45,m,iqoo_z7_5g_6/128,26119.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,25,f,iphone_16_pro_256gb,48404.0,no,yes,no,no,1,Low,High
inside_rangamati,49,f,r-70_turbo_5g_6/128,18996.0,no,no,no,yes,1,Low,Medium
inside_rangamati,41,m,galaxy_a55_5g_8/128,17711.0,yes,yes,no,yes,3,High,Medium
inside_rangamati,42,f,pixel_8_pro_12/256,25458.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,47,f,vivo_t3x_5g_8/128,22518.0,no,yes,no,no,1,Low,Medium
rangamati_sadar,32,f,galaxy_a55_5g_8/128,39428.0,yes,no,no,no,1,Low,High
outside_rangamati,35,m,moto_g85_5g_8/128,26784.0,no,no,no,no,0,Low,Medium
rangamati_sadar,47,f,vivo_y200_5g_6/128,21745.0,yes,no,no,yes,2,Medium,Medium
outside_rangamati,29,m,redmi_note_12_pro_8/128,13229.0,no,yes,no,no,1,Low,Low
rangamati_sadar,42,m,pixel_7a_8/128,25525.0,no,yes,no,no,1,Low,Medium
outside_rangamati,34,f,pixel_8_pro_12/256,38450.0,no,yes,no,no,1,Low,High
outside_rangamati,26,m,note_11s_6/128,21486.0,yes,yes,no,yes,3,High,Medium
inside_rangamati,32,m,iphone_16_pro_256gb,19114.0,yes,no,no,no,1,Low,Medium
outside_rangamati,43,f,galaxy_s24_ultra_12/256,103955.0,yes,yes,no,yes,3,High,High
outside_rangamati,33,f,iqoo_z7_5g_6/128,20202.0,no,no,no,no,0,Low,Medium
inside_rangamati,31,f,galaxy_m35_5g_8/128,22190.0,no,no,no,no,0,Low,Medium
inside_rangamati,50,m,pixel_8_pro_12/256,20012.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,34,f,iqoo_z7_5g_6/128,13469.0,yes,no,no,yes,2,Medium,Low
inside_rangamati,36,m,iqoo_z7_5g_6/128,20137.0,yes,no,no,no,1,Low,Medium
outside_rangamati,39,f,narzo_n53_4/64,13518.0,no,no,no,no,0,Low,Low
outside_rangamati,36,f,vivo_y200_5g_6/128,23078.0,yes,no,no,no,1,Low,Medium
inside_rangamati,21,m,iqoo_z7_5g_6/128,20781.0,yes,no,yes,no,1,Low,Medium
outside_rangamati,20,m,iqoo_z7_5g_6/128,14877.0,no,no,yes,yes,1,Low,Low
rangamati_sadar,21,f,pixel_8_pro_12/256,50800.0,yes,no,yes,yes,2,Medium,High
inside_rangamati,42,f,narzo_n53_4/64,15038.0,no,yes,no,no,1,Low,Medium
outside_rangamati,42,m,galaxy_s24_ultra_12/256,62204.0,no,yes,no,no,1,Low,High
outside_rangamati,20,f,redmi_note_12_pro_8/128,27748.0,no,yes,no,yes,2,Medium,Medium
inside_rangamati,48,m,galaxy_s24_ultra_12/256,40906.0,no,yes,no,no,1,Low,High
outside_rangamati,40,m,moto_g85_5g_8/128,14048.0,yes,no,yes,yes,2,Medium,Low
outside_rangamati,33,f,iqoo_z7_5g_6/128,13182.0,no,no,yes,yes,1,Low,Low
inside_rangamati,40,f,galaxy_a55_5g_8/128,25229.0,no,no,no,no,0,Low,Medium
outside_rangamati,29,m,redmi_note_12_pro_8/128,21133.0,no,no,yes,yes,1,Low,Medium
inside_rangamati,21,m,vivo_t3x_5g_8/128,23891.0,yes,no,no,yes,2,Medium,Medium
rangamati_sadar,26,m,vivo_t3x_5g_8/128,15643.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,42,f,note_14_pro_5g_8/256,36258.0,yes,yes,no,yes,3,High,High
outside_rangamati,36,m,note_11s_6/128,26281.0,yes,yes,no,yes,3,High,Medium
outside_rangamati,19,f,note_11s_6/128,17052.0,no,no,yes,no,0,Low,Medium
rangamati_sadar,42,m,vivo_t3x_5g_8/128,12791.0,no,no,yes,yes,1,Low,Low
rangamati_sadar,21,m,note_14_pro_5g_8/256,17959.0,yes,no,no,yes,2,Medium,Medium
inside_rangamati,43,m,galaxy_s24_ultra_12/256,28805.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,21,m,narzo_n53_4/64,13672.0,no,no,no,yes,1,Low,Low
outside_rangamati,31,m,iqoo_neo_9_pro_5g_12/256,40737.0,no,no,yes,no,0,Low,High
outside_rangamati,45,f,galaxy_s24_ultra_12/256,19998.0,yes,no,no,no,1,Low,Medium
inside_rangamati,32,f,vivo_y200_5g_6/128,22605.0,no,yes,yes,no,1,Low,Medium
outside_rangamati,21,f,note_14_pro_5g_8/256,23844.0,yes,yes,no,no,2,Medium,Medium
inside_rangamati,19,f,iqoo_neo_9_pro_5g_12/256,40404.0,no,no,no,yes,1,Low,High
rangamati_sadar,50,m,iphone_16_pro_max_1tb,25209.0,no,yes,no,no,1,Low,Medium
inside_rangamati,44,f,galaxy_a55_5g_8/128,23581.0,yes,no,yes,yes,2,Medium,Medium
inside_rangamati,29,m,narzo_n53_4/64,13387.0,no,no,yes,yes,1,Low,Low
outside_rangamati,22,f,redmi_note_12_pro_8/128,15914.0,yes,no,no,yes,2,Medium,Medium
inside_rangamati,22,m,galaxy_a55_5g_8/128,39305.0,yes,no,yes,no,1,Low,High
outside_rangamati,34,f,iqoo_z7_5g_6/128,20568.0,yes,no,no,yes,2,Medium,Medium
rangamati_sadar,18,m,note_11s_6/128,16454.0,yes,no,no,no,1,Low,Medium
inside_rangamati,30,m,galaxy_a55_5g_8/128,26515.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,35,f,vivo_t3x_5g_8/128,16513.0,no,no,no,no,0,Low,Medium
inside_rangamati,26,f,iphone_16_pro_256gb,52742.0,yes,no,no,no,1,Low,High
inside_rangamati,22,m,galaxy_m35_5g_8/128,16998.0,no,no,no,no,0,Low,Medium
inside_rangamati,42,m,narzo_n53_4/64,22311.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,41,f,iphone_16_pro_256gb,22472.0,no,no,yes,no,0,Low,Medium
rangamati_sadar,49,f,r-70_turbo_5g_6/128,24050.0,yes,no,no,no,1,Low,Medium
inside_rangamati,40,f,iphone_16_pro_256gb,17852.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,28,m,galaxy_m35_5g_8/128,26174.0,no,no,no,yes,1,Low,Medium
outside_rangamati,50,f,note_11s_6/128,18083.0,yes,no,no,no,1,Low,Medium
inside_rangamati,31,f,vivo_y200_5g_6/128,17744.0,no,no,yes,yes,1,Low,Medium
rangamati_sadar,44,m,iqoo_z7_5g_6/128,20592.0,no,no,no,yes,1,Low,Medium
inside_rangamati,24,m,iphone_16_pro_max_1tb,26451.0,no,no,no,no,0,Low,Medium
rangamati_sadar,20,f,vivo_t3x_5g_8/128,25842.0,no,no,no,no,0,Low,Medium
rangamati_sadar,40,f,iqoo_neo_9_pro_5g_12/256,20624.0,no,no,yes,no,0,Low,Medium
outside_rangamati,27,m,vivo_y200_5g_6/128,14142.0,no,no,no,no,0,Low,Low
rangamati_sadar,40,m,iqoo_neo_9_pro_5g_12/256,14386.0,yes,no,no,yes,2,Medium,Low
outside_rangamati,31,m,iqoo_neo_9_pro_5g_12/256,20019.0,yes,no,yes,no,1,Low,Medium
outside_rangamati,50,m,vivo_t3x_5g_8/128,25741.0,yes,no,no,yes,2,Medium,Medium
outside_rangamati,49,m,iphone_16_pro_256gb,38056.0,no,no,no,yes,1,Low,High
rangamati_sadar,48,m,pixel_8_pro_12/256,20222.0,no,yes,no,yes,2,Medium,Medium
inside_rangamati,35,m,iphone_16_pro_max_1tb,26144.0,no,yes,yes,no,1,Low,Medium
rangamati_sadar,40,f,moto_g85_5g_8/128,24013.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,33,f,iqoo_neo_9_pro_5g_12/256,21351.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,21,m,note_14_pro_5g_8/256,17869.0,no,no,no,yes,1,Low,Medium
inside_rangamati,43,m,vivo_y200_5g_6/128,21653.0,no,yes,yes,no,1,Low,Medium
inside_rangamati,46,m,note_14_pro_5g_8/256,36488.0,yes,no,no,yes,2,Medium,High
outside_rangamati,26,f,narzo_n53_4/64,13152.0,no,no,yes,no,0,Low,Low
rangamati_sadar,50,f,iphone_16_pro_256gb,34505.0,yes,no,no,yes,2,Medium,High
rangamati_sadar,37,m,iphone_16_pro_max_1tb,45317.0,no,no,no,no,0,Low,High
rangamati_sadar,39,f,note_14_pro_5g_8/256,21203.0,no,no,yes,yes,1,Low,Medium
inside_rangamati,45,f,galaxy_s24_ultra_12/256,103075.0,no,no,no,no,0,Low,High
outside_rangamati,48,m,iqoo_neo_9_pro_5g_12/256,17794.0,no,yes,no,no,1,Low,Medium
outside_rangamati,18,f,iqoo_neo_9_pro_5g_12/256,21292.0,no,no,yes,no,0,Low,Medium
rangamati_sadar,38,f,galaxy_m35_5g_8/128,26100.0,no,no,no,no,0,Low,Medium
inside_rangamati,20,f,iqoo_z7_5g_6/128,18800.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,32,f,iqoo_z7_5g_6/128,20767.0,no,no,no,no,0,Low,Medium
outside_rangamati,28,m,iqoo_z7_5g_6/128,20283.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,39,m,r-70_turbo_5g_6/128,24041.0,yes,no,no,no,1,Low,Medium
inside_rangamati,33,f,iphone_16_pro_max_1tb,200054.0,yes,yes,yes,no,2,Medium,High
outside_rangamati,23,f,narzo_n53_4/64,18415.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,47,m,galaxy_s24_ultra_12/256,24596.0,yes,yes,no,yes,3,High,Medium
rangamati_sadar,23,m,pixel_7a_8/128,12856.0,no,no,yes,no,0,Low,Low
outside_rangamati,45,m,iphone_16_pro_max_1tb,33383.0,no,yes,yes,no,1,Low,High
inside_rangamati,48,m,moto_g85_5g_8/128,22684.0,no,yes,no,no,1,Low,Medium
inside_rangamati,35,f,vivo_t3x_5g_8/128,25481.0,no,yes,no,yes,2,Medium,Medium
inside_rangamati,40,m,pixel_8_pro_12/256,21682.0,no,no,no,no,0,Low,Medium
outside_rangamati,18,m,redmi_note_12_pro_8/128,23128.0,yes,yes,yes,yes,3,High,Medium
outside_rangamati,43,f,pixel_7a_8/128,12878.0,no,yes,no,yes,2,Medium,Low
outside_rangamati,29,m,note_14_pro_5g_8/256,23092.0,yes,yes,no,no,2,Medium,Medium
rangamati_sadar,27,m,iqoo_z7_5g_6/128,20072.0,yes,no,yes,no,1,Low,Medium
rangamati_sadar,37,f,iqoo_z7_5g_6/128,15764.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,28,f,note_11s_6/128,22170.0,yes,yes,yes,no,2,Medium,Medium
inside_rangamati,20,f,vivo_y200_5g_6/128,23011.0,no,yes,yes,yes,2,Medium,Medium
outside_rangamati,45,f,narzo_n53_4/64,13286.0,no,no,no,yes,1,Low,Low
rangamati_sadar,19,m,redmi_note_12_pro_8/128,20515.0,no,yes,yes,no,1,Low,Medium
inside_rangamati,42,f,galaxy_m35_5g_8/128,22878.0,no,yes,yes,yes,2,Medium,Medium
outside_rangamati,19,m,iqoo_z7_5g_6/128,24723.0,yes,no,yes,no,1,Low,Medium
outside_rangamati,19,m,galaxy_a55_5g_8/128,39758.0,no,yes,no,yes,2,Medium,High
outside_rangamati,41,f,pixel_8_pro_12/256,23094.0,yes,no,no,no,1,Low,Medium
outside_rangamati,50,m,r-70_turbo_5g_6/128,15705.0,yes,yes,no,yes,3,High,Medium
rangamati_sadar,50,f,note_11s_6/128,18229.0,no,yes,yes,yes,2,Medium,Medium
outside_rangamati,31,f,note_11s_6/128,16000.0,yes,no,yes,yes,2,Medium,Medium
outside_rangamati,21,f,moto_g85_5g_8/128,26813.0,no,no,no,no,0,Low,Medium
inside_rangamati,25,f,iphone_16_pro_256gb,16537.0,yes,no,no,yes,2,Medium,Medium
outside_rangamati,48,m,narzo_n53_4/64,13161.0,no,no,no,yes,1,Low,Low
outside_rangamati,23,f,galaxy_s24_ultra_12/256,24193.0,no,no,yes,no,0,Low,Medium
rangamati_sadar,43,m,iqoo_neo_9_pro_5g_12/256,25437.0,yes,no,no,yes,2,Medium,Medium
rangamati_sadar,50,m,narzo_n53_4/64,12702.0,yes,yes,no,yes,3,High,Low
inside_rangamati,18,m,moto_g85_5g_8/128,14079.0,yes,no,no,no,1,Low,Low
outside_rangamati,40,f,galaxy_a55_5g_8/128,22289.0,no,yes,no,yes,2,Medium,Medium
inside_rangamati,28,f,r-70_turbo_5g_6/128,23226.0,no,no,yes,yes,1,Low,Medium
inside_rangamati,34,m,vivo_y200_5g_6/128,23452.0,yes,yes,no,yes,3,High,Medium
outside_rangamati,36,m,vivo_y200_5g_6/128,22966.0,yes,yes,no,yes,3,High,Medium
inside_rangamati,39,m,iphone_16_pro_max_1tb,24391.0,yes,no,no,yes,2,Medium,Medium
outside_rangamati,33,f,moto_g85_5g_8/128,24353.0,yes,no,no,no,1,Low,Medium
rangamati_sadar,39,m,galaxy_a55_5g_8/128,39528.0,yes,no,no,yes,2,Medium,High
outside_rangamati,27,m,iphone_16_pro_256gb,20139.0,no,no,no,yes,1,Low,Medium
inside_rangamati,29,f,note_14_pro_5g_8/256,24445.0,yes,yes,no,yes,3,High,Medium
outside_rangamati,44,m,narzo_n53_4/64,17751.0,no,no,yes,yes,1,Low,Medium
outside_rangamati,26,f,redmi_note_12_pro_8/128,18145.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,38,f,moto_g85_5g_8/128,18243.0,yes,no,no,yes,2,Medium,Medium
rangamati_sadar,47,f,vivo_y200_5g_6/128,25439.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,46,m,galaxy_m35_5g_8/128,20424.0,no,no,no,yes,1,Low,Medium
inside_rangamati,20,m,moto_g85_5g_8/128,15922.0,no,no,no,yes,1,Low,Medium
outside_rangamati,45,m,vivo_t3x_5g_8/128,17761.0,no,no,no,yes,1,Low,Medium
inside_rangamati,41,f,iphone_16_pro_256gb,25775.0,no,no,no,yes,1,Low,Medium
inside_rangamati,29,f,pixel_8_pro_12/256,19899.0,no,no,no,yes,1,Low,Medium
outside_rangamati,49,m,iqoo_neo_9_pro_5g_12/256,17162.0,no,no,no,yes,1,Low,Medium
outside_rangamati,46,f,moto_g85_5g_8/128,15755.0,yes,no,no,no,1,Low,Medium
inside_rangamati,45,m,vivo_y200_5g_6/128,23568.0,no,yes,no,yes,2,Medium,Medium
inside_rangamati,31,f,vivo_t3x_5g_8/128,21303.0,no,no,no,yes,1,Low,Medium
inside_rangamati,18,m,note_14_pro_5g_8/256,15382.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,32,m,vivo_y200_5g_6/128,18454.0,yes,yes,yes,yes,3,High,Medium
outside_rangamati,41,m,vivo_y200_5g_6/128,23331.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,23,m,narzo_n53_4/64,13299.0,yes,no,no,yes,2,Medium,Low
outside_rangamati,18,f,r-70_turbo_5g_6/128,26011.0,no,yes,no,yes,2,Medium,Medium
inside_rangamati,21,m,galaxy_s24_ultra_12/256,13887.0,yes,yes,yes,yes,3,High,Low
inside_rangamati,41,m,r-70_turbo_5g_6/128,15425.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,21,m,pixel_8_pro_12/256,21682.0,no,no,no,no,0,Low,Medium
outside_rangamati,50,f,galaxy_m35_5g_8/128,19967.0,no,no,yes,yes,1,Low,Medium
outside_rangamati,42,m,galaxy_s24_ultra_12/256,23333.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,36,m,vivo_y200_5g_6/128,13889.0,no,no,yes,no,0,Low,Low
rangamati_sadar,42,m,iphone_16_pro_max_1tb,22131.0,no,no,no,yes,1,Low,Medium
outside_rangamati,21,m,pixel_7a_8/128,22743.0,no,no,no,yes,1,Low,Medium
outside_rangamati,43,f,pixel_8_pro_12/256,16467.0,no,yes,yes,yes,2,Medium,Medium
outside_rangamati,46,f,moto_g85_5g_8/128,26455.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,27,f,iphone_16_pro_256gb,20613.0,no,yes,no,no,1,Low,Medium
inside_rangamati,44,f,vivo_y200_5g_6/128,26146.0,no,no,yes,no,0,Low,Medium
rangamati_sadar,24,m,iphone_16_pro_256gb,57500.0,yes,no,no,yes,2,Medium,High
outside_rangamati,49,m,r-70_turbo_5g_6/128,22671.0,no,yes,no,no,1,Low,Medium
outside_rangamati,50,m,galaxy_s24_ultra_12/256,24337.0,no,yes,no,no,1,Low,Medium
rangamati_sadar,46,m,galaxy_m35_5g_8/128,15733.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,42,f,vivo_t3x_5g_8/128,26110.0,no,yes,yes,yes,2,Medium,Medium
outside_rangamati,44,m,note_11s_6/128,23806.0,yes,yes,yes,yes,3,High,Medium
outside_rangamati,27,f,iphone_16_pro_256gb,66531.0,no,no,no,yes,1,Low,High
rangamati_sadar,25,f,iqoo_neo_9_pro_5g_12/256,25213.0,no,no,yes,yes,1,Low,Medium
outside_rangamati,21,f,moto_g85_5g_8/128,17210.0,yes,yes,no,yes,3,High,Medium
outside_rangamati,28,m,pixel_7a_8/128,24603.0,yes,no,yes,no,1,Low,Medium
rangamati_sadar,31,m,vivo_t3x_5g_8/128,14591.0,no,yes,no,yes,2,Medium,Low
inside_rangamati,47,m,redmi_note_12_pro_8/128,14957.0,no,yes,no,yes,2,Medium,Low
outside_rangamati,41,m,pixel_8_pro_12/256,26912.0,no,no,no,yes,1,Low,Medium
inside_rangamati,40,f,pixel_8_pro_12/256,25278.0,no,no,yes,yes,1,Low,Medium
inside_rangamati,33,f,redmi_note_12_pro_8/128,27695.0,no,no,no,yes,1,Low,Medium
outside_rangamati,46,f,iphone_16_pro_max_1tb,41107.0,yes,no,no,yes,2,Medium,High
outside_rangamati,43,f,pixel_7a_8/128,44961.0,no,yes,no,yes,2,Medium,High
rangamati_sadar,29,m,moto_g85_5g_8/128,22605.0,no,no,no,yes,1,Low,Medium
outside_rangamati,42,f,galaxy_s24_ultra_12/256,21724.0,no,yes,no,yes,2,Medium,Medium
inside_rangamati,50,m,galaxy_s24_ultra_12/256,55339.0,yes,yes,no,yes,3,High,High
outside_rangamati,36,m,moto_g85_5g_8/128,21904.0,no,no,yes,no,0,Low,Medium
inside_rangamati,47,f,galaxy_m35_5g_8/128,15924.0,no,no,no,yes,1,Low,Medium
inside_rangamati,32,m,note_11s_6/128,20088.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,28,f,moto_g85_5g_8/128,23648.0,no,no,no,yes,1,Low,Medium
outside_rangamati,49,f,iqoo_neo_9_pro_5g_12/256,16758.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,29,f,iphone_16_pro_256gb,19493.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,47,m,pixel_7a_8/128,16701.0,no,no,no,no,0,Low,Medium
rangamati_sadar,18,f,narzo_n53_4/64,26051.0,yes,yes,no,yes,3,High,Medium
rangamati_sadar,32,f,galaxy_s24_ultra_12/256,16440.0,no,no,no,no,0,Low,Medium
inside_rangamati,24,f,pixel_7a_8/128,26804.0,no,no,yes,no,0,Low,Medium
rangamati_sadar,43,f,galaxy_s24_ultra_12/256,23602.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,33,m,galaxy_m35_5g_8/128,25419.0,no,no,yes,no,0,Low,Medium
inside_rangamati,46,f,galaxy_s24_ultra_12/256,20911.0,yes,yes,yes,no,2,Medium,Medium
rangamati_sadar,36,f,note_14_pro_5g_8/256,17523.0,no,no,yes,yes,1,Low,Medium
rangamati_sadar,25,m,narzo_n53_4/64,13153.0,no,yes,no,yes,2,Medium,Low
rangamati_sadar,20,m,vivo_t3x_5g_8/128,21012.0,yes,no,yes,no,1,Low,Medium
inside_rangamati,19,m,note_11s_6/128,17877.0,no,no,no,no,0,Low,Medium
outside_rangamati,45,f,redmi_note_12_pro_8/128,27361.0,no,yes,yes,no,1,Low,Medium
outside_rangamati,27,m,galaxy_a55_5g_8/128,20559.0,yes,yes,no,yes,3,High,Medium
outside_rangamati,29,f,pixel_7a_8/128,44313.0,no,yes,no,yes,2,Medium,High
rangamati_sadar,45,f,pixel_8_pro_12/256,21947.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,44,f,pixel_7a_8/128,44712.0,no,yes,yes,yes,2,Medium,High
inside_rangamati,34,f,pixel_8_pro_12/256,21905.0,no,no,no,yes,1,Low,Medium
outside_rangamati,48,f,galaxy_m35_5g_8/128,21682.0,no,no,yes,yes,1,Low,Medium
outside_rangamati,24,f,iqoo_neo_9_pro_5g_12/256,26765.0,yes,no,no,yes,2,Medium,Medium
rangamati_sadar,40,f,pixel_8_pro_12/256,14659.0,no,no,no,no,0,Low,Low
rangamati_sadar,37,m,note_14_pro_5g_8/256,20004.0,yes,no,no,yes,2,Medium,Medium
rangamati_sadar,33,f,galaxy_m35_5g_8/128,25854.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,22,f,iphone_16_pro_max_1tb,19548.0,no,yes,no,yes,2,Medium,Medium
rangamati_sadar,23,m,galaxy_s24_ultra_12/256,13620.0,no,yes,no,yes,2,Medium,Low
outside_rangamati,22,f,vivo_t3x_5g_8/128,25664.0,no,yes,no,yes,2,Medium,Medium
inside_rangamati,43,f,vivo_y200_5g_6/128,26404.0,no,no,no,no,0,Low,Medium
rangamati_sadar,25,m,pixel_8_pro_12/256,38073.0,no,no,no,no,0,Low,High
rangamati_sadar,19,f,pixel_8_pro_12/256,14778.0,no,yes,no,no,1,Low,Low
outside_rangamati,37,f,galaxy_s24_ultra_12/256,38773.0,no,yes,yes,yes,2,Medium,High
outside_rangamati,23,f,moto_g85_5g_8/128,22921.0,no,yes,yes,no,1,Low,Medium
rangamati_sadar,41,m,note_14_pro_5g_8/256,22693.0,no,no,no,yes,1,Low,Medium
outside_rangamati,19,m,note_14_pro_5g_8/256,36981.0,yes,yes,no,yes,3,High,High
inside_rangamati,41,f,iphone_16_pro_256gb,22295.0,yes,no,yes,no,1,Low,Medium
rangamati_sadar,37,f,note_14_pro_5g_8/256,19192.0,yes,no,no,no,1,Low,Medium
inside_rangamati,34,m,redmi_note_12_pro_8/128,27184.0,no,no,no,no,0,Low,Medium
outside_rangamati,19,m,iqoo_z7_5g_6/128,20333.0,no,yes,yes,yes,2,Medium,Medium
inside_rangamati,44,m,iphone_16_pro_256gb,37041.0,no,yes,no,yes,2,Medium,High
inside_rangamati,27,f,r-70_turbo_5g_6/128,13551.0,no,no,no,yes,1,Low,Low
inside_rangamati,35,f,r-70_turbo_5g_6/128,16273.0,yes,yes,no,no,2,Medium,Medium
outside_rangamati,43,f,note_14_pro_5g_8/256,18577.0,no,no,no,no,0,Low,Medium
inside_rangamati,44,m,galaxy_m35_5g_8/128,26664.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,48,f,pixel_7a_8/128,22437.0,yes,yes,no,yes,3,High,Medium
outside_rangamati,30,m,r-70_turbo_5g_6/128,24324.0,yes,yes,yes,yes,3,High,Medium
rangamati_sadar,24,m,narzo_n53_4/64,20980.0,no,no,yes,no,0,Low,Medium
outside_rangamati,25,m,galaxy_a55_5g_8/128,22496.0,no,no,no,yes,1,Low,Medium
rangamati_sadar,49,f,narzo_n53_4/64,13242.0,yes,yes,no,no,2,Medium,Low
inside_rangamati,38,m,moto_g85_5g_8/128,13721.0,no,yes,no,yes,2,Medium,Low
rangamati_sadar,23,f,moto_g85_5g_8/128,26841.0,no,yes,no,no,1,Low,Medium
rangamati_sadar,30,f,pixel_8_pro_12/256,31966.0,yes,no,no,yes,2,Medium,High
outside_rangamati,26,f,iqoo_z7_5g_6/128,20988.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,24,f,iphone_16_pro_256gb,25478.0,no,yes,no,yes,2,Medium,Medium
inside_rangamati,20,m,r-70_turbo_5g_6/128,22996.0,yes,yes,no,yes,3,High,Medium
rangamati_sadar,23,f,moto_g85_5g_8/128,26265.0,no,yes,no,no,1,Low,Medium
rangamati_sadar,25,m,iphone_16_pro_max_1tb,18775.0,no,yes,no,yes,2,Medium,Medium
outside_rangamati,47,f,iqoo_z7_5g_6/128,19892.0,no,no,no,no,0,Low,Medium
outside_rangamati,39,f,redmi_note_12_pro_8/128,21057.0,no,no,yes,no,0,Low,Medium
rangamati_sadar,49,f,moto_g85_5g_8/128,16465.0,yes,yes,no,yes,3,High,Medium
outside_rangamati,40,f,moto_g85_5g_8/128,26201.0,yes,no,no,yes,2,Medium,Medium
rangamati_sadar,38,m,galaxy_m35_5g_8/128,26499.0,no,no,no,yes,1,Low,Medium
outside_rangamati,18,f,iphone_16_pro_256gb,141304.0,yes,no,no,yes,2,Medium,High
inside_rangamati,28,f,redmi_note_12_pro_8/128,18724.0,yes,no,no,no,1,Low,Medium
